rest_name,rest_url,wlyyy,rest_reviews,cuisine,pricing,safety,rest_lastrev,rest_prevtolast,rest_rating,rev_rest,author,rev_title,rev_text,rev_ratingdate,rev_visitdate,author_reviews,author_likes,rev_rating
31. Le Cinq,https://www.tripadvisor.com/Restaurant_Review-g187147-d699456-Reviews-Le_Cinq-Paris_Ile_de_France.html,MICHELIN,"2,245 reviews","French, European",$$$$,,“Disappointing!”,"“WOW WOW WOW WOW WOW.  EAT HERE, YES EAT...”",4.5,Le Cinq,Mohamad H,"WOW WOW WOW WOW WOW. EAT HERE, YES EAT HERE!!!!","Le Cinq is inside the 4 seasons and the dining hall is fantastically beautiful. It seems like the kinda old fashion glamourös but I assure you the food is not. My guest and I selected the tasting menu and not one course disappointed. Everything was exceptional. The wait staff was exceptional. The price tag was exceptional $$$$$ so be prepared to spend around $1000.00 USD for tasting menu w/no alcohol. Oh but sooooooooooooooo worth the money and the experience. You cant get this kind of theater On Broadway!!!!

The meal never seams to end with delicious things keep coming to the table. Be prepared to part with 3 to 4 hours of time for this wonderful 3 star Michelin experience","Reviewed December 31, 2021 ",Date of visit: December 2021,,,
32. Arnaud Nicolas,https://www.tripadvisor.com/Restaurant_Review-g187147-d12423849-Reviews-Arnaud_Nicolas-Paris_Ile_de_France.html,MICHELIN,320 reviews,"French, European",$$$$,Taking safety measures,“Friendliest restaurant”,"“Outstanding, creative bistro”",4.5,Arnaud Nicolas,SusanStrib,"Outstanding, creative bistro","Attentive staff, creatively prepared food and a cool atmosphere. There also was a section of the wine list that featured some off-the-beaten-path wines. Our waiter helped us select a really interesting white blend from the Cotes du Rhône region. Definitely worth a visit. The venison and the scallops were both excellent and the foie gras was the best we had during our ten days in Paris.","Reviewed December 22, 2021 ",Date of visit: December 2021,,,
33. Les Canailles,https://www.tripadvisor.com/Restaurant_Review-g187147-d2719266-Reviews-Les_Canailles-Paris_Ile_de_France.html,MICHELIN,693 reviews,"French, European",$$ - $$$,,“Great experience”,"“Wonderful Restaurant, will go again when...”",4.5,Les Canailles,JanetBrussels,"Wonderful Restaurant, will go again when I next go back to Paris!","The food is wonderful. That's it!

Staff were also very friendly, and the excellence of the food in a cozy atmosphere also made the diners relax and nod to one another and smile in appreciation of just being there!

Only ?? is that vegetarians might want to ring ahead to check.",Reviewed 1 week ago ,Date of visit: January 2022,,,
34. Restaurant Gastronomique Louis,https://www.tripadvisor.com/Restaurant_Review-g187147-d8143855-Reviews-Restaurant_Gastronomique_Louis-Paris_Ile_de_France.html,MICHELIN,215 reviews,"French, European",$$$$,,“Must visit when in paris”,“La Cuisine Francaise!”,4.5,Restaurant Gastronomique Louis,prohatyn,La Cuisine Francaise!,"You come to France and Paris for any number of very good reasons. The most beautiful city in the world, for one, and for two, because the French do things with food that nobody else in the world can do. Louis is a place of discovery, of tastes, textures, techniques, presentation and service. It is an adventure where you blindly trust your hosts, and leave at the end of your evening richer (not poorer) for having experienced something quite unique and something you will find nowhere else, as the Chef Stephane Pitre is unique!","Reviewed October 2, 2021 ",Date of visit: September 2021,,,
35. Restaurant OXTE,https://www.tripadvisor.com/Restaurant_Review-g187147-d13424615-Reviews-Restaurant_OXTE-Paris_Ile_de_France.html,MICHELIN,226 reviews,"French, Mexican",$$$$,,"“Yes, there is fine dining Mexican fair in...”",“This restaurant is at the peak of lunch...”,4.5,Restaurant OXTE,saskiabW5085MK,This restaurant is at the peak of lunch experiences.,"This restaurant is at the peak of lunch experiences. The service, ambience and above all the food is excellent. Choose or be advised of good wines.",Reviewed 2 weeks ago ,Date of visit: January 2022,3 reviews,,
Assanabel,https://www.tripadvisor.com/Restaurant_Review-g187147-d6883493-Reviews-Assanabel-Paris_Ile_de_France.html,,109 reviews,"Lebanese, Mediterranean",$$ - $$$,,“Great food”,“Amazing food!”,4.5,Assanabel,khalifaa359,Amazing food!,"We visited this place two years ago, and we reached  Paris today, and the first dinner we had was here again!

Lovely staff, great food, highly recommended.","Reviewed October 24, 2019 ",Date of visit: October 2019,13 reviews,2  ,
36. L'Arome,https://www.tripadvisor.com/Restaurant_Review-g187147-d1096561-Reviews-L_Arome-Paris_Ile_de_France.html,MICHELIN,393 reviews,"French, European",$$$$,,“Absolutelly amazing”,“Delicious and inventive”,4.5,L'Arôme,LFSDenver,Delicious and inventive,Four of us visited for a splurge dinner out in Paris. Everything was fantastic. We went with the tasting menu with wine pairings and it was definitely the right choice. The atmosphere is refined yet welcoming. The service was impeccable. We enjoyed every bite and spent the rest of the trip raving about our meal.,"Reviewed November 27, 2021 ",Date of visit: November 2021,,,
37. le reciproque,https://www.tripadvisor.com/Restaurant_Review-g187147-d10002410-Reviews-Le_reciproque-Paris_Ile_de_France.html,MICHELIN,323 reviews,"French, European",$$ - $$$,,“Incredible”,“Fine a reasonable priced restaurant”,4.5,le réciproque,56ralphk,Fine a reasonable priced restaurant,"Friendly welcome. Small restaurant, we were seated very clos to all neighbours. - We first ordered eau filtré, however, they brought a bottle mineral water, after our note they changed without discussion.- Good selection of wine, reasonable priced. - The first course with a Paté of Lyon sausage and Onions were excellent, very tasty paté with a lot of butter. As well the cebiche of a special makarel was fine. Most enjoyfull was the sweet bread (ris de veau) perfectly prepared with a juicy center, in a crispy wrap. Finally we took some cheese. - All in all a very nice evening.",Reviewed 2 days ago ,Date of visit: February 2022,,,
38. Virtus,https://www.tripadvisor.com/Restaurant_Review-g187147-d10165846-Reviews-Virtus-Paris_Ile_de_France.html,MICHELIN,324 reviews,"French, European",$$$$,,“Just perfect!”,“Good)))))”,4.5,Virtus,Voyage36126676267,Good))))),Good restaurant and good services.  Dish was very good and we get nice experience. It was new fantastic lanch. Thank for all Virtus restaurent!),"Reviewed December 5, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/86/e8/d4/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""562489556"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/86/e8/d5/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""562489557"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/86/e8/d6/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""562489558"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/86/e8/d7/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""562489559"" /> >",11 reviews,,
39. Sourire Le Restaurant,https://www.tripadvisor.com/Restaurant_Review-g187147-d11857149-Reviews-Sourire_Le_Restaurant-Paris_Ile_de_France.html,MICHELIN,389 reviews,"French, European",$$$$,,“3rd anniversary”,“A relaxed and delicious evening with...”,4.5,Sourire Le Restaurant,doig59,A relaxed and delicious evening with friends,"Having been to this venue a few years ago when a superb culinary experience and charmingly un-slick evening was offered by the talented Japanese chef now doing his thing at Yoshinori (which I tried the previous night, with the same people), this was a very relaxing and delicious experience. My friends, Danes, who had been here on one of those past occasions and were at Yoshinori, found this place more relaxing, and the atmosphere was certainly that. Very friendly service, good wines, very good food at a fair price, and generous end delicious amuse-gueules. My only quibble, a slight sweetness in some of the savoury dishes where my own palate inclines to something dryer, but that is minor, and probably not a factor on the spring and summer menus.","Reviewed March 9, 2020 ",Date of visit: February 2020,,,
40. Le 975,https://www.tripadvisor.com/Restaurant_Review-g187147-d7910212-Reviews-Le_975-Paris_Ile_de_France.html,MICHELIN,285 reviews,"French, European",$$ - $$$,,“Gets better”,“Go here!”,4.5,Le 975,Lamies10,Go here!,Every dish was excellent & innovative. The staff was extremely kind. I seriously can't wait to go back!,"Reviewed September 1, 2021 ",Date of visit: August 2021,6 reviews,1  ,
41. Le Florimond,https://www.tripadvisor.com/Restaurant_Review-g187147-d719117-Reviews-Le_Florimond-Paris_Ile_de_France.html,MICHELIN,"1,108 reviews","French, European",$$ - $$$,,“Great Restaurant Experience”,“Excellent as Always”,4.5,Le Florimond,JerseyFamily57,Excellent as Always,"We discovered Le Florimond by chance 10 years ago and have been back every time we visit Paris. The food is excellent, the staff friendly and welcoming and Laurent is a treasure.","Reviewed January 3, 2022 ",Date of visit: December 2021,82 reviews,,
42. Le Clos Y,https://www.tripadvisor.com/Restaurant_Review-g187147-d6219735-Reviews-Le_Clos_Y-Paris_Ile_de_France.html,MICHELIN,487 reviews,"French, Japanese",$$$$,,“Ohishikatta”,“So creative So good”,4.5,Le Clos Y,ksarman,So creative So good,"Thanks !
What a dinner 
Here no à la carte Just a menu where the chef propose an creative menu 
It was so good 
So fresh , chef mixe the 2 culture 
Products are so fresh 
It was a super moment 
Thanks to service team","Reviewed November 13, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/62/c7/19/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""560121625"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/62/c7/1a/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""560121626"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/62/c7/1b/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""560121627"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/62/c7/1c/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""560121628"" /> >","1,232 reviews",,
43. Ze Kitchen Galerie,https://www.tripadvisor.com/Restaurant_Review-g187147-d720163-Reviews-Ze_Kitchen_Galerie-Paris_Ile_de_France.html,MICHELIN,"1,420 reviews","French, European",$$$$,,“Great meal and service in relaxed...”,“Excellent and different”,4.5,Ze Kitchen Galerie,RRenton,Excellent and different,This was our first visit to ZKG...we did try KGB a couple of years back which is just down the street and was excellent. The food was excellent and the use of the japanese spices worked extremely well. Service was extremely attentive. We were sat right by the glass window into the kitchen so could see the incredible care with which the food was prepared. As with any fusion dining there were a couple of flavours I wasn't sure about but that's my problem not theirs. Will definitely revisit in the future.,"Reviewed December 5, 2021 ",Date of visit: November 2021,,,
44. Restaurant du Palais Royal,https://www.tripadvisor.com/Restaurant_Review-g187147-d719869-Reviews-Restaurant_du_Palais_Royal-Paris_Ile_de_France.html,MICHELIN,515 reviews,"French, European",$$$$,,“Great food”,"“Excellent restaurant for the food, and...”",4.5,Restaurant du Palais Royal,jmLondon845,"Excellent restaurant for the food, and the service","The decor is great, as the food and as the service. That's what I call a top place where you find the best ingredient for enjoying life as a gourmet. I came to this place long time ago, it's even better now. We had the a la carte menu. Langoustines, then lobster then the Baba au Rhum for dessert.
Absolutely perfect.
Great location. I love the area.","Reviewed December 21, 2021 ",Date of visit: December 2021,,,
45. Pleine Terre,https://www.tripadvisor.com/Restaurant_Review-g187147-d15246563-Reviews-Pleine_Terre-Paris_Ile_de_France.html,MICHELIN,114 reviews,"French, European",$$$$,Taking safety measures,“Faboulous delicious”,“Food and wine to Bott!”,4.5,Pleine Terre,ghvisitors,Food and wine to Bott!,"Each course was a treat.  Fish ceviche, duck, hibiscus pre desert (a highlight!) and chocolate semi soufflé. The description wildly understates. Sure to return. Loved the Bott wines.","Reviewed December 1, 2021 ",Date of visit: December 2021,221 reviews,1  ,
46. Pages,https://www.tripadvisor.com/Restaurant_Review-g187147-d7095002-Reviews-Pages-Paris_Ile_de_France.html,MICHELIN,241 reviews,"French, Contemporary",$$$$,,“Lunch”,“Great gastronomy experience !”,4.5,Pages,Doraemon79,Great gastronomy experience !,"Definitely a must visit spot when in Paris. Excellent service from begin to finish. Atmosphere is not as pretentious as some other places.

Lunch course is full of flavors and consists of seasonal ingredients that were carefully selected. I really enjoyed my dishes there, especially their seafood dishes.

Desert is worth mentioning too. That tart had perfect balance between sweetness and tartness.

Nice and clean bathroom too - nice hand wash and diffuser choice !

Again, top notch service from Everyone esp the lady who can speak both Japanese and English ! Will try the sister restaurant when I return to paris for sure next time",Reviewed 1 week ago ,Date of visit: January 2022,,,
