rev_title,author,author_reviews,ratingdate,text,visitdate,likes,rating,weekday,month
Worth the visit,dodo4u,0,2016-06-20,"Managed to find an opening online and booked it rightaway.

Easy to reach by metro and a 2 minute walk.

Friendly staff, casual and polite.

Tried the 6 course degustation lunch and each course was excellent except for the fish which lacked some flavor. Delicious dessert of roasted apricots.

Highly recommended!",2016-06-01,0,5,Monday,June
A meal that is of the highest quality and matching wines that really challenged our thinking,John T,0,2016-06-15,"We had the 7 course menu with matching wines and the meal was exquisite. The matching wines were excellent (not what I would normally have selected). The blend of ingredients and cooking styles created flavours and textures that were some of the best dishes I have had. You could see they took great pride and professionalism in their cooking and the wait staff were very well trained in the menu and serving. This is well worth booking ahead for and visiting. We stayed at the Exquis across the road, so a great combination.",2016-06-01,0,5,Wednesday,June
Well worth the hassle of getting online in time to book,Maitreyib,0,2016-05-28,"We got there ten minutes late for a 1330 reservation and had to,wit for a table. Staff friendly, soured us it would not be long, asked if we wanted a drink at bar while waiting, and brought us a plate of delicious, moist ham.
Plain wooden tables with no table cloths, rather austere, but it all worked. We were assured the kitchen would not close at 1400 until we had ordered and eaten!
Carefully prepared food, fresh, seasonal ingredients. We had to book exactly three weeks in advance , and the time slots go very quickly. We had a wonderful meal. Would definitely recommend. Could take metro there, although a longish walk. Neighborhood did not look like much, but oh, the food!",2016-04-01,1,4,Saturday,May
Amazing!,AWinterborn,5,2016-05-25,Everything was amazing! Cant find any faults. The food was creative and delicious and service impeccable! Go for yourself and find out!,2016-04-01,1,5,Wednesday,May
Delicious food,71barryz,17,2016-05-15,"I had the 3 course lunch, which I reserved on their website.  (Dinner cannot be reserved on the website).  All the courses were excellent.  High quality ingredients, perfectly cooked and creative.  Service was also outstanding.",2016-05-01,2,5,Sunday,May
So many unnecessary reservation hurdles...,acmegumbo,0,2016-05-05,"...mean we will never again make the effort. The restaurant makes reservations only by telephone (the website's reservation system never works) 3 weeks out and then only a couple hours per day. I set an alarm for 2:55 a.m. my time in order to make a call at 3 a.m. (10 a.m. Paris time). For 30 minutes and 20 or so calls I got a busy signal or a recording; I finally got through to a bored woman who could have cared less. She told me I was first on the waiting list for a reservation and that if there were cancellations I would be telephoned. I followed up by telephone to follow up a number of time, but the telephone was answered only once; I was told I was No. 2 on the waiting list. I protested and was advised I was No. 1 for a table for 2. In any event I never received a call. What are the odds of this restaurant not having a single cancellation or no show? My bet: nil. My recommendation: go elsewhere and avoid being lied to and otherwise jacked around.",2016-05-01,10,1,Thursday,May
Fabulous,Bruce S,114,2016-05-05,One of the best meals I have ever had.  Casual atmosphere and just incredible.  Great staff and service.  Can't wait to go again,2016-05-01,0,5,Thursday,May
"Best in Paris, quite possibly",jdyck,0,2016-04-20,"There's not much I can say about Septime that hasn't been said before. It's truly at the top of the heap of Paris restaurants, which is saying something! Although quite dear, you are most definitely paying for what you get. Responsibly sourced and immaculately prepared, the food at Septime simply can't be missed on a trip to Paris.",2015-12-01,2,5,Wednesday,April
Amazing lunch at a good value,N0rwegianGirl,0,2016-04-19,"We wanted to go here for dinner, but it was impossible to get reservations. However, we managed to get lunch reservations and settled for that. There was a choice between a three course or a six course lunch. We went with the three course menu and that we got a good value for our money. I have added the menu to the review (just in French). The service was also very good and the waiters were good in explaining each course in English. Their wine selection sold on glass was not too big, however the wines were of a very good quality. One of the best wines I had during my trip to Paris this time. I would highly recommend this restaurant for lunch, and also if you are so lucky to get dinner reservations.",2016-04-01,4,5,Tuesday,April
The one french bistrot to try,FoodStache,0,2016-04-03,"Septime has been around for quite some years already and is often regarded as one of the first upscale bistrot that helped establish this trend in Paris. It's surely one place to visit when in Paris; for lunch or dinner to try their daily changing tasting menu, with a fresh and inventive take on french classics, using awesome products. They also have a very interesting wine selection and all of that is served by friendly staff in a relaxed bistrot atmosphere.",2015-09-01,1,5,Sunday,April
Truly a Sublime Night Out,2GETLOST,0,2016-02-17,"A visit to Paris is not complete without a seat at this coveted chef's table. The wine parings were genius in most instances and though pallets differ you are sure to be offered several dishes that effortlessly command your focus. Our service from Ophelia was warm, flawless and informative. We definitely had more fun with her as our guide. My date, who tends to be far more picky than I, was seduced.",2016-01-01,0,5,Wednesday,February
